Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Lebanon,LBN,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6510.99879620966,7955.2001714519,9246.47055169286,9893.81350041858,10632.4142519177,11197.7553966978,12091.9212598143,11906.4123833383,11999.1089489645,11778.2632519726,11819.6149278113,11805.3554423027,11523.3795189923,10211.240984106,12442.2983381552,12987.3747343128,13182.3843019636,14452.0280201301,15286.098886099,16300.7191648001,17321.8104687865,17434.7245919879,17441.5825339442,16512.2410371632,15202.5974192171,14992.346191938,15459.4909959268,16197.1654891592,16019.2010862071,15271.7801271107,12157.8031378857,11088.2299826351,11718.9618086585,..
Lesotho,LSO,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3300.35781153963,3390.49402962182,3197.66909821629,3281.06428482948,3197.47616640128,3261.32689281331,3246.35750310593,3187.02767312674,3277.25066683345,3394.37753131733,3233.4873179884,3326.07929596435,3221.81252246893,2996.8919011282,2868.19632982316,2968.98294810565,..
Liberia,LBR,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1461.99354204209,..,..
Libya,LBY,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23161.251352948,12087.0204451576,23263.6750310132,19021.2664444329,14581.4421963874,14404.6260584658,13857.9528954629,18094.1143049274,19146.2630644485,17866.1351229193,7326.37811011574,17927.9470910159,18269.3874089187,..
Liechtenstein,LIE,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11102.9702638763,12204.4999450839,13567.3505511078,14593.8129371429,14716.052379848,15710.2979671738,16935.7923006528,18356.6410396961,20180.1264163148,22641.8531853724,25089.6474926258,26837.1342878389,29838.3900937132,31776.9403882972,28278.4029602864,28585.931617903,30080.3529737602,31383.7728147315,33047.5966234029,35072.3847868382,35918.6717781127,37739.2287997062,39890.4989318912,41633.4809874595,43775.7671500447,44353.3332472092,44640.5546578551,42324.8520991087,..
Luxembourg,LUX,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68166.2729620193,72605.6453882469,71802.1049318466,74201.7956856571,73981.5292122584,76441.1188933713,77668.4093290171,80925.8204635744,80341.6859979576,86093.3188925245,88150.6708588869,88680.8891229186,85154.1116299047,82446.0748155273,94890.0475654058,97636.6031282833,93052.4510086786,104550.949101951,97787.2875736476,76062.2923453748,85004.5230506939,86326.3512089389,95714.7558833568,90852.253031361,93690.2743807965,83321.2598979256,86487.3621521745,92345.8164240796,91959.284700777,87899.6297193408,89601.7301515218,94502.5300309149,91143.9035688451,..
"Macao SAR, China",MAC,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46605.8591604314,50168.6285806811,59187.8010546539,61426.3947459158,65876.3880758214,82234.5034062081,74804.5571246125,77236.8403004903,93317.2759866287,107662.039894557,116333.794305884,132641.054512311,137291.839695317,115661.097055393,114132.893475475,121935.179684437,128280.830483817,124626.168604271,73927.07776869,73470.2548900701,67521.2290998469,..
Madagascar,MDG,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1923.20964284319,1735.27094237929,1720.41234787864,1706.75569909936,1642.11176896021,1618.62073068488,1617.62126467012,1629.17733775692,1644.31549980512,1674.79493843597,1702.76412572251,1754.59702164472,1492.65987109336,1591.95114285951,1632.94670589006,1650.37856048802,1685.45664857505,1753.90746214685,1819.12053068841,1687.25073610328,1644.37434623585,1622.93686790963,1602.55330974108,1592.4159391539,1614.87215910339,1603.72346101053,1619.49104244298,1657.99820790116,1662.86760743341,1692.07022306139,1547.33728425312,1612.99372860993,1625.42677216269,1655.76468315337
Malawi,MWI,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1677.71830235365,..,..
Malaysia,MYS,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26990.6474209133,27874.5811699318,29080.5295543685,29894.8119067887,31008.5559742317,29117.1481244558,29627.2397040844,31629.4560847303,32553.0910838453
Maldives,MDV,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17114.2641653988,..,..
Mali,MLI,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1507.77098924911,1660.41665082452,1572.3152565854,1594.07275365168,1600.96914053798,1571.06017396877,1646.07760600377,1684.34948943034,1769.86105599971,1829.69925575752,1781.48816344482,1919.60213135035,1892.19547058004,2056.85726624294,2022.90885711785,2086.52409563314,2100.73577647043,2105.45749361865,2145.03472033705,2139.72956623838,2195.38501488905,2199.46051549396,2113.19030604733,2113.53933488799,2206.99921862307,2280.51124427465,2326.09132322407,2360.42278023545,2404.18811756505,2414.44893127624,2300.1635691093,2288.8491203889,2309.34634219916,2341.58811758745
Malta,MLT,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30503.9532421718,31199.7635456423,31807.7377162533,32523.8830847243,32355.4084522955,32393.6807598086,32754.8848513443,33880.3934327784,36156.2288931253,34189.0092244556,35935.2695211162,36985.1625286177,37282.5753594846,38659.8248561138,40659.6059291001,43316.3435678107,41755.2657954083,44905.6328458078,46935.9826290184,48427.3924657035,42884.8935196386,48071.1039627967,50835.1868090612,52155.0748748878
Marshall Islands,MHL,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200.08426537843,4284.37601448466,4316.60727353023,4381.15286004581,4623.09332392304,4694.22576332907,4623.59487076905,4606.76443281273,4792.27718768127,4767.67107074168,4945.59397025985,4666.09846116934,4750.76145142141,4822.0918998012,4848.32049880097,4730.64230654389,5091.47300778413,5273.47294551382,5890.50771823772,6060.28159380287,6221.42415147532,6636.86498137852,7483.31616242779,7490.75754492223,7212.96933599402,7298.77861582201,..
Mauritania,MRT,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5197.81782980279,5190.71201021611,5098.43257620117,5153.18293555267,4817.30480094896,5146.9824416178,5557.60917450016,5200.56788049102,5229.57582284297,5286.5431323313,4908.39201160417,4644.37505437412,4814.51211830764,5029.34460807923,5150.96731889559,5445.7854583288,6054.93988005402,5828.39455613902,5720.05033043302,5656.91039773838,5504.64499757034,5482.51887340188,5521.93926162979,5597.17774951729,5643.22996873609,5854.39061576796,5826.15979607564,6057.29549096819,6237.8436381749,6213.40794124123,6021.52633931298,5893.29253191478,6186.12518360731,6267.4708076537
Mauritius,MUS,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16235.6622622289,17463.7589320181,18096.900314157,18293.1375414138,18863.2103993029,19215.8123445288,20956.3227353693,21450.8813023478,22257.4488856174,23152.3471328773,23643.2616592539,24725.5330491646,26297.5826568362,27055.7423240374,23052.9072248276,23969.8383011001,24758.8683132596,27279.9601109772
Mexico,MEX,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17073.4380384965,17502.7273128473,17793.1424065212,18036.8680254382,18447.595989747,16818.4230317234,17606.4424582776,18702.5572001859,19538.2288778156,19812.3352052587,20485.3339906432,20133.3391947016,19890.8845412107,19853.7490436256,20307.1510423796,20328.2614054482,21003.7106665655,21139.434090523,21126.7751783197,19518.2762043836,20307.7554752819,20623.1067377845,20934.1251003287,20669.1204038685,21036.9091145591,21327.0189297797,21436.2776440875,21616.6831670384,21820.2566793435,21520.5636721677,19448.4672083297,20588.2708937534,21334.798864147,21812.6556623019
"Micronesia, Fed. Sts.",FSM,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4324.42986179313,..,..
Moldova,MDA,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6249.43230084232,6369.86337142932,5874.67013850394,5743.4016581344,5988.2006602366,6515.17420433201,7188.94681480871,7803.20570300698,8533.78596919059,9170.89187483261,9498.10249894286,9615.0473970855,10406.9470286171,9461.83359651477,10321.0271352453,10899.0713086898,11090.5148741667,12103.6701307825,12642.9253366254,12357.9606583164,13059.054207484,13881.030656039,14554.0072889829,15389.8099375293,14028.1206304866,15987.3307232922,15286.0762471353,15866.5420712937
Monaco,MCO,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9172.08845790992,10556.1175344069,11693.8799267728,13140.9961039604,13519.0810658276,13566.2522526236,13448.969597116,12876.6314235809,14385.6358439215,14506.6092335455,13853.0186893086,12768.340000269,13682.7243851949,14787.0823698833
Montenegro,MNE,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18269.343463044,19417.3598119379,20842.8774075242,19353.0684163235,19672.1571783685,20590.2012676391,20180.7229634549,20939.7921822598,21163.0221367117,22062.1289257711,22417.9058243343,23766.6049421336,24756.9629197539,25755.099517703,21946.7609613811,25016.02242184,26668.0865424561,28026.3304035337
Morocco,MAR,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4255.41357421875,4474.05126953125,4323.52587890625,4198.07568359375,4597.90087890625,4263.82470703125,4758.63037109375,4611.0166015625,4905.060546875,4922.54296875,4976.2265625,5296.3955078125,5440.0771484375,5715.380859375,5923.90283203125,6063.61376953125,6442.03369140625,6589.00927734375,6882.68994140625,6963.40869140625,7112.009765625,7381.54052734375,7478.955078125,7730.87890625,7783.251953125,8052.3740234375,8006.72705078125,8298.28515625,8459.296875,8610.748046875,7952.5302734375,8462.80859375,8483.361328125,8652.880859375
Mozambique,MOZ,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,539.110079663115,479.886380266491,519.637459059261,526.350082226575,519.686235053911,564.58972852005,617.589707474026,661.36125338594,724.345183355925,703.213424075292,769.532879752943,770.535893572683,871.07285504672,921.8447418547,936.150437018478,975.569479585027,1035.71525169556,1082.45132468968,1149.25870108436,1182.78614156402,1248.43323855203,1324.91860528391,1370.8425570936,1420.62959657205,1468.57192619431,1489.09127808219,1466.02422321759,1488.11013361812,1482.56561269859,1419.1620809576,1410.18073516764,1336.43212005958,..
Myanmar,MMR,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5056.17558333376,..,..
Namibia,NAM,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7420.12339505396,7883.93634494228,7998.80081896723,7603.22891310644,7485.9331623392,7709.62457003174,7589.69691191215,7682.44631452948,7789.93555211263,7664.81247319767,7914.44075522384,7786.07957626988,8150.44052351322,8626.82313720605,9269.70361806963,9148.58629014845,9744.97312552476,9937.01614374352,10069.4357065739,9930.60496546413,10159.7612098029,10627.3140871136,10999.1488027841,11848.6252371596,12315.5722756291,12668.9076399906,12215.9839937825,11892.7096787128,11574.1445587354,11436.2293846284,10563.1771254374,10377.8522379963,10742.5635202513,10916.6087210052
Nauru,NRU,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17048.6646304857,..,..
Nepal,NPL,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2421.55572354824,2376.25068892381,2436.18023970972,2514.44908644542,2589.00016392668,2664.65716368941,2742.24556162027,2889.7664545057,3010.69832691803,3128.0883758281,3214.46991347329,3363.76545238927,3474.56401730721,3701.31340215103,3825.11728403681,3802.4759279191,4087.44998994792,4333.61486791941,4588.13085438049,4405.20358703909,4485.33701045222,4660.85196365217,4725.93061304499
Netherlands,NLD,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42019.8586156334,42898.6641484603,42934.9296208595,43355.4745152249,44704.9334073382,46332.5573303682,47978.6028182241,49964.4931530992,51483.5544079627,54121.3745695151,55972.5146287109,56104.3033844745,55748.8560995139,56306.5017524902,56969.4440582701,58023.0953203478,60613.8750690409,62363.5560679568,61132.3953286303,59254.2715520738,61020.6809002376,61601.3754563497,60338.9287146728,60358.8043173523,60609.0458073135,61962.2317568543,62135.0881841283,64383.8000890865,65928.9370513858,65792.1075211425,62085.3132179932,68775.3783462353,68566.1731239191,..
New Caledonia,NCL,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26495.7451154521,24021.941380753,24193.3492082452,25391.7781612729,26628.7332462128,27385.6239887415,27564.0533034815,28246.8214800864,28657.9931934997,29374.3897990962,30279.4321746769,31826.201515603,32607.6842764373,34116.7696833182,34814.9171160694,35168.2248136631,35379.0002701782,37102.9314433418,35979.2274560106,36931.7966413283,37338.2689402721,38378.1405251598,38783.7540339471,40609.3415860159,41325.2940286131,42220.8147313319,43205.9257750004,44388.0211640199,45071.6342292423,46255.204968346,45567.9860516151,46918.9085688658,47291.3330574182,..
Nicaragua,NIC,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3355.53004460122,3627.19424508347,3860.44871757055,4017.79998619598,4197.70014104432,4428.45818509246,4553.29077073216,4597.9720929447,4604.64524848453,4678.26180069398,4893.75007947879,5091.49648375197,5191.8516941151,5410.29302100209,5518.49482593478,5231.06474422087,5395.92830430748,5655.82584102693,5860.62760661299,6004.1168725,6269.26509934479,6459.93003619358,6582.44513780861,6760.90685547949,6464.3298446195,6282.09738662114,5887.99346353436,6438.48766508306,6542.13789008198,6881.47960917431
Niger,NER,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1566.66203939042,..,..
Nigeria,NGA,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5514.17358846946,..,..
North Macedonia,MKD,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13063.7105871608,12367.8917784607,11437.7645456292,10750.055068519,10710.4185919536,10625.2043503581,10673.2613612631,10792.7155347897,11099.9891063478,11479.7670422351,11927.3054913925,11640.1702230174,11853.0215441935,12092.2527872747,12773.241239984,13296.0616063198,14249.2441779798,14604.9482100294,16060.7013266512,16184.5722675813,16721.0039367276,17131.2073035712,17049.5026591357,17571.9946229128,18345.7239556284,18839.2125378826,19239.7397670913,19530.2091980843,20130.9767384504,20960.169201046,20382.8546410106,21389.7206893595,21962.9439426115,22128.3946126213
Northern Mariana Islands,MNP,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45193.5466000784,45950.2104052747,46772.938265022,47829.0411438046,49559.4843227234,51630.3362213726,55224.1451815411,58182.2978935887,57239.6471582821,60530.5114161593,68717.5129395853,69720.9945594128,68218.596148043,68728.6986969102,73199.8062414685,79942.3119210921,84296.0081742646,84818.633235362,88712.2847161697,80067.7223703953,81976.8905189556,84641.7717734558,86392.1006324209,86258.0681453271,86757.7770254568,84167.23004492,81603.0003232339,83842.2836788389,87121.8246377684,83921.7632250952,78355.7804337596,90750.9509616278,113454.009510711,..
Oman,OMN,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39858.4409938656,39186.0059596885,41099.2365948546,42417.3785787529,41279.9065846883,40297.8121186012,40420.1099966578,40126.811565272,41876.6751867836,42882.9636763035,44125.7987502006,45687.2731445409,43122.296858477,40089.9781749662,39601.3755255164,39402.3344206304,37594.4831995925,38750.336056059,38911.2563589397,37396.4725454064,36611.9776632078,35760.9899973786,35039.7850728037,36292.7186645855,..,..
Pakistan,PAK,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3137.53747226627,3188.3416306555,3343.04365509126,3305.2796215586,3324.29116920718,3391.34537159459,3442.70840846489,3361.76802302359,3334.80931407613,3395.26717067147,3467.7181321405,3478.17677358573,3474.51117311617,3599.03033742677,3807.67997977676,3998.70994050768,4153.8212608947,4233.66297292587,4232.54571736181,4265.55767002099,4262.24543465743,4300.52834091523,4353.0562136616,4468.53271774461,4585.48040140331,4713.52739272406,4953.57322198789,5116.22171853731,5345.54768197713,5379.13192857573,5214.82082675659,5484.45941838827,5631.49689779035,5501.13293242657
Palau,PLW,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13636.091298503,14426.6712328123,14904.9151589829,14809.9702809361,15529.4037032677,16149.9953067678,16420.5770719078,16951.9872711131,16383.9874461656,16070.3392422101,15845.8534015122,16388.3495706713,16723.1664438219,17107.1577159003,17782.8139160858,20053.7530668363,20376.2786962968,19793.4952958392,19443.0376031407,19869.4427347339,18927.8510138312,16445.824350355,15710.7165819869,..
Panama,PAN,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30690.1949446424,30953.2879410104,25875.5960177033,29210.9714669583,32462.4267573572,..
Papua New Guinea,PNG,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3817.67275371318,..,..
Paraguay,PRY,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9753.68406300011,10264.6588148356,10116.8510532413,9891.93163629968,9534.60396358281,8737.48401623735,8634.17171132561,8706.98353758713,8261.83550131432,8700.95646256695,8884.52470571467,9571.21696133956,10469.1026983646,11136.0691719947,10936.935820684,12014.0598917913,12496.9724792629,12236.0750744993,13089.2226203356,13634.9601042001,13840.7811216936,14259.8957455679,14767.2360987481,15036.3364231404,14839.8950484589,14462.4552187891,14828.1938768579,14733.2416071503,15252.2201627453
Peru,PER,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5950.83199712184,6178.08926710251,5996.23527421102,6162.24815110579,6750.78679799757,7085.96038508772,7240.24244988536,7591.87508491907,7502.59157987975,7487.91772956143,7538.7328690571,7527.85621264928,7806.64173353155,7973.17912026208,8136.91241160369,8469.52261472829,8818.08963280093,9521.3889078884,10428.6151149202,10539.8436281602,11157.5882867924,11728.0150560379,12496.9099587159,13281.9418625688,13554.4612625175,14004.5059042653,14253.7288008783,14313.7338280477,14554.5409756116,14806.9109584143,13126.4589710128,13866.8424746532,14288.3249262687,14338.7097704988
